"한국표준직업분류6차","학력별","성별","연령","시점","평균연령[세]","평균근속년수[년]","근로일수[일]","총근로시간[시간]","소정실근로시간[시간]","초과근로시간[시간]","휴일근로시간[시간]","월임금총액[천원]","월급여액[천원]","정액급여[천원]","초과급여[천원]","전년도연간특별급여/12개월[천원]","연간특별급여[천원]","근로자수[명]",
"전직종","전학력","여","20 ~ 24","2018 년","22.6","1.3","19.6","158.8","151.9","7","2","2048","1944","1835","110","104","1250","312111",
"전직종","전학력","여","20 ~ 24","2019 년","22.7","1.4","19.4","156.5","150.4","6.1","1.5","2228","2106","1995","110","122","1470","287006",
"전직종","전학력","여","25 ~ 29","2012 년","27","2.7","20.9","173.5","164.7","8.8","-","2198","1933","1838","95","265","3180","555834",
"전직종","전학력","여","25 ~ 29","2013 년","27","2.7","20.2","167.4","158.3","9.1","-","2287","2002","1889","113","286","3426","527362",
"전직종","전학력","여","25 ~ 29","2014 년","27","2.7","20.4","168.6","159.8","8.8","-","2447","2106","1973","132","341","4096","563845",
"전직종","전학력","여","25 ~ 29","2015 년","27","2.7","22.1","178.8","174.6","4.1","2.2","2377","2122","2001","121","256","3067","554393",
"전직종","전학력","여","25 ~ 29","2016 년","27","2.6","21.4","176.4","168.5","7.8","2.1","2453","2187","2071","116","265","3185","563275",
"전직종","전학력","여","25 ~ 29","2017 년","27","2.5","21.3","174.4","166.8","7.6","1.9","2499","2247","2127","120","252","3028","596817",
"전직종","전학력","여","25 ~ 29","2018 년","27","2.5","19.8","162.1","155","7.2","1.9","2620","2368","2239","129","252","3022","611453",
"전직종","전학력","여","25 ~ 29","2019 년","27","2.5","19.5","159.1","152.4","6.7","1.5","2744","2488","2359","129","256","3067","626358",
"전직종","전학력","여","30 ~ 34","2012 년","31.8","4.8","20.8","171.2","163.5","7.7","-","2586","2250","2158","92","337","4041","480022",
"전직종","전학력","여","30 ~ 34","2013 년","31.8","4.7","20.1","165.5","157.4","8.2","-","2642","2302","2197","106","340","4079","476356",
"전직종","전학력","여","30 ~ 34","2014 년","31.9","4.7","20.2","166.3","158.6","7.7","-","2754","2380","2263","117","373","4479","513483",
"전직종","전학력","여","30 ~ 34","2015 년","32","4.5","22.1","177.2","173.7","3.5","1.9","2756","2427","2312","115","329","3945","497063",
"전직종","전학력","여","30 ~ 34","2016 년","32","4.6","21.4","174.8","167.8","7","2","2859","2493","2380","113","367","4399","515733",
"전직종","전학력","여","30 ~ 34","2017 년","32","4.4","21.3","173.8","166.7","7.1","1.9","2923","2586","2464","122","337","4043","509334",
"전직종","전학력","여","30 ~ 34","2018 년","31.9","4.4","19.7","160.4","153.7","6.7","1.8","3063","2709","2579","131","354","4243","499186",
"전직종","전학력","여","30 ~ 34","2019 년","31.9","4.5","19.4","157.6","151.4","6.1","1.3","3194","2838","2712","125","356","4276","518567",
"전직종","전학력","여","35 ~ 39","2012 년","37","6","21.1","173.8","164.5","9.3","-","2643","2303","2198","105","340","4082","360666",
"전직종","전학력","여","35 ~ 39","2013 년","37","6.2","20.3","166.7","157.9","8.8","-","2756","2390","2279","111","366","4392","365819",
"전직종","전학력","여","35 ~ 39","2014 년","37","6","20.3","166.8","158.4","8.4","-","2880","2492","2373","119","388","4651","383379",
"전직종","전학력","여","35 ~ 39","2015 년","36.9","6","22.1","177.1","173.5","3.6","1.8","2939","2551","2441","111","387","4648","408060",
"전직종","전학력","여","35 ~ 39","2016 년","36.9","6","21.4","173.4","166.4","7","2.1","2976","2607","2496","111","369","4426","447354",
"전직종","전학력","여","35 ~ 39","2017 년","36.9","5.8","21.4","173.1","166.1","7","2","3062","2712","2592","121","349","4194","468689",
"전직종","전학력","여","35 ~ 39","2018 년","36.9","6","19.8","158.6","152.4","6.2","1.8","3229","2844","2720","124","385","4620","499681",
"전직종","전학력","여","35 ~ 39","2019 년","37","6","19.5","155.4","149.7","5.6","1.3","3371","2983","2863","120","389","4664","505339",
"전직종","전학력","여","40 ~ 44","2012 년","42","5.4","21.5","179","165.3","13.7","-","2308","2055","1918","137","253","3037","365814",
"전직종","전학력","여","40 ~ 44","2013 년","42","6","20.6","171.5","159","12.5","-","2439","2156","2024","132","283","3399","399279",
"전직종","전학력","여","40 ~ 44","2014 년","42","5.6","20.5","170.1","158.9","11.2","-","2507","2218","2087","131","289","3469","430500",
"전직종","전학력","여","40 ~ 44","2015 년","42","6","22.3","178.5","173.3","5.2","2.6","2625","2319","2199","120","306","3670","452120",
"전직종","전학력","여","40 ~ 44","2016 년","42.1","6.3","21.6","175.7","167.2","8.5","2.8","2752","2434","2310","124","318","3819","465533",
"전직종","전학력","여","40 ~ 44","2017 년","42.1","6.2","21.5","173.4","165.5","7.9","2.5","2887","2567","2446","121","319","3831","466953",
"전직종","전학력","여","40 ~ 44","2018 년","42.1","6.5","19.9","159.4","152.5","6.9","2.3","3108","2756","2631","126","352","4224","479332",
"전직종","전학력","여","40 ~ 44","2019 년","42","6.7","19.6","155.4","149.9","5.5","1.5","3269","2904","2790","114","365","4384","480790",
"전직종","전학력","여","45 ~ 49","2012 년","46.9","5.5","21.8","183.6","167.7","15.9","-","2101","1905","1754","151","196","2349","308387",
"전직종","전학력","여","45 ~ 49","2013 년","46.9","5.7","21","176.9","160.4","16.5","-","2192","1990","1826","165","201","2417","331285",
"전직종","전학력","여","45 ~ 49","2014 년","46.9","5.3","20.9","174.5","159.8","14.7","-","2208","2003","1848","155","205","2456","400528",
"전직종","전학력","여","45 ~ 49","2015 년","46.9","5.5","22.5","179.8","172.5","7.4","3.5","2276","2061","1920","141","214","2573","436962",
"전직종","전학력","여","45 ~ 49","2016 년","46.9","6","21.8","178.1","166.8","11.3","3.6","2457","2215","2069","146","241","2898","488819",
"전직종","전학력","여","45 ~ 49","2017 년","47","6","21.7","176.4","165.9","10.5","3.5","2620","2364","2220","145","256","3066","496699",
"전직종","전학력","여","45 ~ 49","2018 년","47","6.4","20.2","161.9","153.2","8.7","3","2819","2545","2404","141","274","3288","529305",
"전직종","전학력","여","45 ~ 49","2019 년","47","6.6","19.8","157.5","150.3","7.1","2.2","2965","2686","2558","127","279","3352","535185",
"전직종","전학력","여","50 ~ 54","2012 년","51.8","5.9","21.8","182.7","165.5","17.2","-","1957","1777","1619","157","180","2164","258218",
"전직종","전학력","여","50 ~ 54","2013 년","51.9","6.1","21.2","176.9","159.7","17.1","-","2057","1872","1705","167","185","2224","288156",
"전직종","전학력","여","50 ~ 54","2014 년","52","5.8","21","174.9","159.4","15.5","-","2127","1946","1785","161","182","2183","324402",
"전직종","전학력","여","50 ~ 54","2015 년","52","5.9","22.5","179.4","171.3","8.1","3.9","2129","1961","1813","148","168","2014","361430",
"전직종","전학력","여","50 ~ 54","2016 년","51.9","6.3","21.9","178.5","166.1","12.4","3.8","2276","2094","1940","154","183","2194","385735",
"전직종","전학력","여","50 ~ 54","2017 년","51.9","6.1","21.8","178.1","166.1","12","3.7","2424","2230","2071","158","195","2336","397800",
"전직종","전학력","여","50 ~ 54","2018 년","51.9","6.3","20.6","165.4","154.8","10.7","3.8","2571","2374","2216","158","197","2362","431574",
"전직종","전학력","여","50 ~ 54","2019 년","51.9","6.4","20.1","159.1","150.8","8.3","2.7","2665","2480","2344","135","185","2224","484631",
"전직종","전학력","여","55 ~ 59","2012 년","56.8","5.5","22","178.8","166","12.9","-","1806","1675","1553","122","132","1581","144646",
"전직종","전학력","여","55 ~ 59","2013 년","56.7","5.5","21.2","173.7","160.3","13.4","-","1919","1775","1642","134","144","1723","162947",
"전직종","전학력","여","55 ~ 59","2014 년","56.8","5.2","20.9","168.7","156.3","12.3","-","1954","1813","1682","131","141","1689","200535",
"전직종","전학력","여","55 ~ 59","2015 년","56.7","5.3","22.5","174.9","167.5","7.4","3.4","1928","1798","1666","132","130","1564","242669",
"전직종","전학력","여","55 ~ 59","2016 년","56.7","5.6","21.8","173.1","161.9","11.2","3.4","2033","1899","1763","136","134","1611","293507",
"전직종","전학력","여","55 ~ 59","2017 년","56.8","5.8","21.7","173.5","162.6","10.8","3.1","2169","2016","1875","141","153","1835","313967",
"전직종","전학력","여","55 ~ 59","2018 년","56.9","6.1","20.6","162.9","153","9.9","3.3","2338","2197","2053","144","141","1693","349271",
"전직종","전학력","여","55 ~ 59","2019 년","57","6.3","20.2","157.6","149.3","8.3","2.6","2455","2327","2195","132","127","1529","376008",
"전직종","전학력","여","60세 ~","2012 년","64.2","3.9","22.2","161.5","155.2","6.3","-","1424","1362","1305","57","62","747","110209",
"전직종","전학력","여","60세 ~","2013 년","64.1","4.2","21.4","159.7","152.8","6.9","-","1546","1481","1416","64","65","779","118482",
"전직종","전학력","여","60세 ~","2014 년","64.3","3.9","21","152.5","145.9","6.5","-","1500","1442","1377","65","58","691","146575",
"전직종","전학력","여","60세 ~","2015 년","64.2","3.9","22.4","158.4","154.8","3.6","2","1516","1458","1394","64","58","701","189549",
"전직종","전학력","여","60세 ~","2016 년","64.2","4.1","21.9","158.3","152","6.3","1.9","1610","1549","1479","70","61","728","220182",
"전직종","전학력","여","60세 ~","2017 년","64.3","4","21.6","156.8","151","5.8","1.7","1662","1605","1533","72","56","678","242662",
"전직종","전학력","여","60세 ~","2018 년","64.2","4.3","20.7","147.4","142.2","5.2","1.8","1870","1819","1741","78","52","619","278333",
"전직종","전학력","여","60세 ~","2019 년","64.2","4.6","20.2","142.8","137.7","5.1","1.7","1955","1908","1830","78","48","572","333586",
"전직종","중졸이하","계","계","2012 년","54.4","6.4","22","194.2","170.3","23.9","-","2001","1741","1468","273","260","3119","448051",
"전직종","중졸이하","계","계","2013 년","54.8","6.7","21.5","189.3","165.2","24.2","-","2129","1836","1542","294","292","3509","440568",
"전직종","중졸이하","계","계","2014 년","55.1","5.6","21.1","186.4","165.2","21.2","-","1974","1762","1513","249","212","2547","421669",
"전직종","중졸이하","계","계","2015 년","56.3","5.7","22.2","186.1","173","13","5.8","1998","1802","1559","243","196","2353","406361",
"전직종","중졸이하","계","계","2016 년","56.6","6.1","21.9","186.3","168.1","18.2","5.9","2109","1908","1650","259","200","2401","374200",
"전직종","중졸이하","계","계","2017 년","57.3","6","21.8","179.3","163.4","15.9","5.7","2159","1938","1690","247","222","2658","358523",
"전직종","중졸이하","계","계","2018 년","57.3","6.4","20.8","168","152.4","15.5","6.1","2316","2102","1838","264","214","2571","318607",
"전직종","중졸이하","계","계","2019 년","58.2","6.4","20.3","163.3","149.4","13.8","5.2","2389","2205","1957","248","183","2202","297075",
"전직종","중졸이하","계","~ 19세","2012 년","17.4",".5","18","135.9","122.8","13.1","-","960","930","807","123","30","359","2412",
"전직종","중졸이하","계","~ 19세","2013 년","17.6",".5","17.8","134.8","116.3","18.5","-","1035","1001","802","200","33","397","3315",
"전직종","중졸이하","계","~ 19세","2014 년","17.6",".5","15","109.4","100.4","9","-","865","856","753","103","9","104","5382",
"전직종","중졸이하","계","~ 19세","2015 년","17.3",".4","15.5","95.2","93.5","1.8",".7","738","735","689","46","3","35","3890",
"전직종","중졸이하","계","~ 19세","2016 년","16.9",".4","14","87.7","81.9","5.8","1.5","635","634","573","61","1","14","5973",
"전직종","중졸이하","계","~ 19세","2017 년","17.5",".5","16.9","129.3","118.1","11.3","1.5","1117","1113","968","145","4","48","2408",
"전직종","중졸이하","계","~ 19세","2018 년","17.4",".7","12.7","70.7","68.8","1.9","1","707","669","644","25","37","449","3155",
"전직종","중졸이하","계","~ 19세","2019 년","17.3",".6","11.6","81.8","77.8","4",".8","883","875","827","48","8","99","2872",
"전직종","중졸이하","계","20 ~ 24","2012 년","22.5",".9","23","210.8","167.8","43","-","1489","1456","1105","350","33","398","5296",
"전직종","중졸이하","계","20 ~ 24","2013 년","22.5","1.8","22.1","197.8","156.5","41.3","-","1534","1485","1154","332","49","586","5961",
"전직종","중졸이하","계","20 ~ 24","2014 년","22.6","1.2","22.3","220.2","168.1","52.1","-","1765","1702","1214","488","63","752","5991",
"전직종","중졸이하","계","20 ~ 24","2015 년","22.4","1.4","22.6","196.1","169.4","26.7","10","1659","1611","1215","396","48","580","5295",
"전직종","중졸이하","계","20 ~ 24","2016 년","22.4","1.3","23","214.6","169.4","45.2","13.2","1921","1848","1382","467","73","873","4246",
"전직종","중졸이하","계","20 ~ 24","2017 년","22.2","1.4","22","194.3","155.8","38.5","15.2","1866","1808","1348","461","58","693","4769",
"전직종","중졸이하","계","20 ~ 24","2018 년","22.5","1.5","21.5","184.8","161.6","23.2","8.2","2041","1982","1669","314","58","701","4596",
"전직종","중졸이하","계","20 ~ 24","2019 년","22.5","1.6","21.4","194.5","159.4","35.1","9","2353","2323","1836","486","30","363","4736",
"전직종","중졸이하","계","25 ~ 29","2012 년","27.1","1.8","23.3","214.9","169.8","45.2","-","1705","1610","1210","400","95","1140","10190",
"전직종","중졸이하","계","25 ~ 29","2013 년","27.1","1.9","22.5","214.8","161.4","53.4","-","1900","1778","1317","461","122","1466","8264",
"전직종","중졸이하","계","25 ~ 29","2014 년","27","1.6","23.2","233.5","172.9","60.6","-","1927","1850","1310","541","76","915","11003",
"전직종","중졸이하","계","25 ~ 29","2015 년","27.3","2.2","23.9","209.9","176.8","33.1","13.5","1896","1827","1343","484","69","831","7875",
"전직종","중졸이하","계","25 ~ 29","2016 년","27","2.1","23.1","217.4","171.7","45.7","13.1","1996","1917","1441","476","79","953","7466",
"전직종","중졸이하","계","25 ~ 29","2017 년","26.9","1.9","23.3","223.4","174.3","49.1","14.6","2227","2122","1527","595","105","1255","7637",
"전직종","중졸이하","계","25 ~ 29","2018 년","27","2","21.8","190.8","162.5","28.3","11.1","2206","2137","1712","425","69","826","8446",
"전직종","중졸이하","계","25 ~ 29","2019 년","27.4","2.2","21.1","183.3","155.9","27.4","10.3","2392","2333","1907","426","59","704","6747",
"전직종","중졸이하","계","30 ~ 34","2012 년","31.9","2.9","23.4","216.3","171.4","45","-","1896","1751","1325","425","145","1745","9213",
"전직종","중졸이하","계","30 ~ 34","2013 년","32","2.9","22.5","208.2","164.1","44","-","2097","1933","1520","413","165","1978","9984",
"전직종","중졸이하","계","30 ~ 34","2014 년","32","2.4","22.5","222.2","174.4","47.8","-","2028","1911","1452","459","117","1403","10909",
"전직종","중졸이하","계","30 ~ 34","2015 년","31.9","2.7","23.1","200.5","176","24.5","10.6","2107","1970","1591","379","137","1639","8415",
"전직종","중졸이하","계","30 ~ 34","2016 년","32.1","2.9","23.5","216.9","175.7","41.2","13","2245","2109","1627","482","136","1629","7162",
"전직종","중졸이하","계","30 ~ 34","2017 년","32","2.8","23.1","210.2","174.6","35.6","13.1","2293","2092","1634","458","201","2414","8940",
"전직종","중졸이하","계","30 ~ 34","2018 년","32","2.8","22.3","199.3","165.2","34.1","14","2429","2297","1812","484","132","1589","7994",
"전직종","중졸이하","계","30 ~ 34","2019 년","31.9","3.1","21.2","189.4","153.4","35.9","14.4","2511","2413","1919","494","98","1178","6801",
